PassengerId,Survived,Pclass,Sex,Embarked,transformed_fare_boxcox,age_dis,family_size
1,0.0,3,1,S,2.1981882539738695,Young,1
2,1.0,1,0,C,4.569690969302217,Middle Age,1
3,1.0,3,0,S,2.283607633459856,Young,0
4,1.0,1,0,S,4.3133186493534,Young,1
5,0.0,3,1,S,2.2987413764692493,Young,0
6,0.0,3,1,Q,2.3468104976470965,Young,0
7,0.0,1,1,S,4.286352837098754,Aged,0
8,0.0,3,1,S,3.286066798571693,Kid,4
9,1.0,3,0,S,2.6196506894102427,Young,2
10,1.0,2,0,C,3.673621357007529,Kid,1
11,1.0,3,0,S,3.0383301146306287,Kid,2
12,1.0,1,0,S,3.53668406922556,Aged,0
13,0.0,3,1,S,2.2987413764692493,Young,0
14,0.0,3,1,S,3.7170487256247133,Middle Age,6
15,0.0,3,0,S,2.274945219275814,Kid,0
16,1.0,2,0,S,2.993299612741849,Aged,0
17,0.0,3,1,Q,3.638362595183394,Kid,5
18,1.0,2,1,S,2.777603122749754,Young,0
19,0.0,3,0,S,3.1175924947117775,Young,1
20,1.0,3,0,C,2.194897022647837,Young,0
21,0.0,2,1,S,3.5137849482404153,Young,0
22,1.0,2,1,S,2.777603122749754,Young,0
23,1.0,3,0,Q,2.2962371161632316,Kid,0
24,1.0,1,1,S,3.8579836901342963,Young,0
25,0.0,3,0,S,3.286066798571693,Kid,4
26,1.0,3,0,S,3.721025925044251,Middle Age,6
27,0.0,3,1,C,2.194897022647837,Young,0
28,0.0,1,1,S,4.569690969302217,Young,5
29,1.0,3,0,Q,2.278011563695807,Young,0
30,0.0,3,1,S,2.2800430335888033,Young,0
31,0.0,1,1,C,3.5840007617178733,Middle Age,0
32,1.0,1,0,C,4.569690969302217,Young,1
33,1.0,3,0,Q,2.2620743831017367,Young,0
34,0.0,2,1,S,2.5607050113320255,Aged,0
35,0.0,1,1,C,4.569690969302217,Young,1
36,0.0,1,1,S,4.289378842705569,Middle Age,1
37,1.0,3,1,C,2.1954506211919753,Young,0
38,0.0,3,1,S,2.2987413764692493,Young,0
39,0.0,3,0,S,3.1175924947117775,Kid,2
40,1.0,3,0,C,2.6294427066251567,Kid,1
41,0.0,3,0,S,2.458341262608141,Middle Age,1
42,0.0,2,0,S,3.2822337382571862,Young,1
43,0.0,3,1,C,2.2800430335888033,Young,0
44,1.0,2,0,C,4.035415291308396,Kid,3
45,1.0,3,0,Q,2.278011563695807,Young,0
46,0.0,3,1,S,2.2987413764692493,Young,0
47,0.0,3,1,Q,2.960029784947367,Young,1
48,1.0,3,0,Q,2.2620743831017367,Young,0
49,0.0,3,1,C,3.3164969067263814,Young,2
50,0.0,3,0,S,3.105744260999804,Kid,1
51,0.0,3,1,S,3.9829646274208184,Kid,5
52,0.0,3,1,S,2.268268694766916,Young,0
53,1.0,1,0,C,4.569690969302217,Middle Age,1
54,1.0,2,0,S,3.5137849482404153,Young,1
55,0.0,1,1,C,4.491012325310217,Aged,1
56,1.0,1,1,S,3.8579836901342963,Young,0
57,1.0,2,0,S,2.5607050113320255,Young,0
58,0.0,3,1,C,2.1954506211919753,Young,0
59,1.0,2,0,S,3.5851569901894624,Kid,3
60,0.0,3,1,S,4.1717441615046145,Kid,7
61,0.0,3,1,C,2.1954506211919753,Young,0
62,1.0,1,0,S,4.569690969302217,Middle Age,0
63,0.0,1,1,S,4.569690969302217,Middle Age,1
64,0.0,3,1,S,3.5910787784657168,Kid,5
65,0.0,1,1,C,3.5840007617178733,Young,0
66,1.0,3,1,C,2.942741860493239,Young,2
67,1.0,2,0,S,2.5607050113320255,Young,0
68,0.0,3,1,S,2.3116916180854665,Young,0
69,1.0,3,0,S,2.283607633459856,Kid,6
70,0.0,3,1,S,2.370107273009045,Young,2
71,0.0,2,1,S,2.5607050113320255,Young,0
72,0.0,3,0,S,4.1717441615046145,Kid,7
73,0.0,2,1,S,4.569690969302217,Young,0
74,0.0,3,1,C,2.8871892663659238,Young,1
75,1.0,3,1,S,4.384376230065879,Young,0
76,0.0,3,1,S,2.2495829869763027,Young,0
77,0.0,3,1,S,2.2800430335888033,Young,0
78,0.0,3,1,S,2.2987413764692493,Young,0
79,1.0,2,1,S,3.6336232594398847,Kid,2
80,1.0,3,0,S,2.7353308625557458,Young,0
81,0.0,3,1,S,2.407593553327179,Young,0
82,1.0,3,1,S,2.460950504721751,Young,0
83,1.0,3,0,Q,2.266723295589323,Young,0
84,0.0,1,1,S,4.176579593053141,Young,0
85,1.0,2,0,S,2.5607050113320255,Kid,0
86,1.0,3,0,S,2.983418547405874,Young,3
87,0.0,3,1,S,3.822054210494253,Kid,4
88,0.0,3,1,S,2.2987413764692493,Young,0
89,1.0,1,0,S,4.569690969302217,Young,5
90,0.0,3,1,S,2.2987413764692493,Young,0
91,0.0,3,1,S,2.2987413764692493,Young,0
92,0.0,3,1,S,2.274945219275814,Young,0
93,0.0,1,1,S,4.475945256980823,Middle Age,1
94,0.0,3,1,S,3.2602728291825502,Young,3
95,0.0,3,1,S,2.1981882539738695,Aged,0
96,0.0,3,1,S,2.2987413764692493,Young,0
97,0.0,1,1,C,3.831072532480089,Aged,0
98,1.0,1,1,C,4.516424904057272,Young,1
99,1.0,2,0,S,3.3803905928137015,Young,1
100,0.0,2,1,S,3.5137849482404153,Young,1
101,0.0,3,0,S,2.2800430335888033,Young,0
102,0.0,3,1,S,2.2800430335888033,Young,0
103,0.0,1,1,S,4.569690969302217,Young,1
104,0.0,3,1,S,2.3691696117700114,Young,0
105,0.0,3,1,S,2.283607633459856,Middle Age,2
106,0.0,3,1,S,2.2800430335888033,Young,0
107,1.0,3,0,S,2.2495829869763027,Young,0
108,1.0,3,1,S,2.2651757811997233,Young,0
109,0.0,3,1,S,2.2800430335888033,Middle Age,0
110,1.0,3,0,Q,3.433325887673042,Young,1
111,0.0,1,1,S,4.289378842705569,Middle Age,0
112,0.0,3,0,C,2.8871892663659238,Kid,1
113,0.0,3,1,S,2.2987413764692493,Young,0
114,0.0,3,0,S,2.4943375920032147,Young,1
115,0.0,3,0,C,2.8874839814126547,Kid,0
116,0.0,3,1,S,2.283607633459856,Young,0
117,0.0,3,1,Q,2.2620743831017367,Aged,0
118,0.0,2,1,S,3.2822337382571862,Young,1
119,0.0,1,1,C,4.569690969302217,Young,1
120,0.0,3,0,S,3.7170487256247133,Kid,6
121,0.0,2,1,S,4.569690969302217,Young,2
122,0.0,3,1,S,2.2987413764692493,Young,0
123,0.0,2,1,C,3.673621357007529,Young,1
124,1.0,2,0,S,2.777603122749754,Young,0
125,0.0,1,1,S,4.569690969302217,Aged,1
126,1.0,3,1,C,2.6294427066251567,Kid,1
127,0.0,3,1,Q,2.2620743831017367,Young,0
128,1.0,3,1,S,2.1838607914947903,Young,0
129,1.0,3,0,C,3.3497824384201693,Young,2
130,0.0,3,1,S,2.1614451893566775,Middle Age,0
131,0.0,3,1,C,2.2800430335888033,Young,0
132,0.0,3,1,S,2.1715854065074494,Young,0
133,0.0,3,0,S,2.8904771866820176,Middle Age,1
134,1.0,2,0,S,3.5137849482404153,Young,1
135,0.0,2,1,S,2.777603122749754,Young,0
136,0.0,2,1,C,2.9289562149062367,Young,0
137,1.0,1,0,S,3.5256355173012324,Young,2
138,0.0,1,1,S,4.3133186493534,Middle Age,1
139,0.0,3,1,S,2.431026428333365,Kid,0
140,0.0,1,1,C,4.569690969302217,Young,0
141,0.0,3,0,C,2.942741860493239,Young,2
142,1.0,3,0,S,2.2620743831017367,Young,0
143,1.0,3,0,S,2.983418547405874,Young,1
144,0.0,3,1,Q,2.1304649140992664,Young,0
145,0.0,2,1,S,2.6524435580961656,Kid,0
146,0.0,2,1,S,3.896677183723989,Young,2
147,1.0,3,1,S,2.267749676234449,Young,0
148,0.0,3,0,S,3.822054210494253,Kid,4
149,0.0,2,1,S,3.5137849482404153,Middle Age,2
150,0.0,2,1,S,2.777603122749754,Middle Age,0
151,0.0,2,1,S,2.7394244068293165,Aged,0
152,1.0,1,0,S,4.569690969302217,Young,1
153,0.0,3,1,S,2.2987413764692493,Aged,0
154,0.0,3,1,S,2.8904771866820176,Middle Age,2
155,0.0,3,1,S,2.2063745611049392,Young,0
156,0.0,1,1,C,4.479788713380346,Aged,1
157,1.0,3,0,Q,2.2599978987629994,Kid,0
158,0.0,3,1,S,2.2987413764692493,Young,0
159,0.0,3,1,S,2.370107273009045,Young,0
160,0.0,3,1,S,4.569690969302217,Young,10
161,0.0,3,1,S,2.999840522812571,Middle Age,1
162,1.0,2,0,S,2.9767840711204623,Middle Age,0
163,0.0,3,1,S,2.2651757811997233,Young,0
164,0.0,3,1,S,2.370107273009045,Kid,0
165,0.0,3,1,S,3.9829646274208184,Kid,5
166,1.0,3,1,S,3.2576618964852115,Kid,2
167,1.0,1,0,S,4.353587691444956,Young,1
168,0.0,3,0,S,3.5910787784657168,Middle Age,5
169,0.0,1,1,S,3.510627647594598,Young,0
170,0.0,3,1,S,4.384376230065879,Young,0
171,0.0,1,1,S,3.793341169322357,Aged,0
172,0.0,3,1,Q,3.638362595183394,Kid,5
173,1.0,3,0,S,2.6196506894102427,Kid,2
174,0.0,3,1,S,2.283607633459856,Young,0
175,0.0,1,1,C,3.6963589733048234,Aged,0
176,0.0,3,1,S,2.274945219275814,Kid,2
177,0.0,3,1,S,3.4911487326641826,Young,4
178,0.0,1,0,C,3.622650325644924,Middle Age,0
179,0.0,2,1,S,2.777603122749754,Young,0
180,0.0,3,1,S,0.0,Middle Age,0
181,0.0,3,0,S,4.569690969302217,Young,10
182,0.0,2,1,C,2.929247407928856,Young,0
183,0.0,3,1,S,3.721025925044251,Kid,6
184,1.0,2,1,S,3.9633196961460504,Kid,3
185,1.0,3,0,S,3.3335639836616084,Kid,2
186,0.0,1,1,S,4.244601358885906,Young,0
187,1.0,3,0,Q,2.960029784947367,Young,1
188,1.0,1,1,S,3.53668406922556,Middle Age,0
189,0.0,3,1,Q,2.960029784947367,Middle Age,2
190,0.0,3,1,S,2.2800430335888033,Middle Age,0
191,1.0,2,0,S,2.777603122749754,Young,0
192,0.0,2,1,S,2.777603122749754,Young,0
193,1.0,3,0,S,2.274945219275814,Young,1
194,1.0,2,1,S,3.5137849482404153,Kid,2
195,1.0,1,0,C,3.5840007617178733,Middle Age,0
196,1.0,1,0,C,4.569690969302217,Aged,0
197,0.0,3,1,Q,2.2620743831017367,Young,0
198,0.0,3,1,S,2.3405572939933097,Middle Age,1
199,1.0,3,0,Q,2.2620743831017367,Young,0
200,0.0,2,0,S,2.777603122749754,Young,0
201,0.0,3,1,S,2.460950504721751,Young,0
202,0.0,3,1,S,4.569690969302217,Young,10
203,0.0,3,1,S,2.0944060584930346,Young,0
204,0.0,3,1,C,2.194897022647837,Middle Age,0
205,1.0,3,1,S,2.2987413764692493,Kid,0
206,0.0,3,0,S,2.557117441149284,Kid,1
207,0.0,3,1,S,2.983418547405874,Young,1
208,1.0,3,1,C,3.1631077840652027,Young,0
209,1.0,3,0,Q,2.2620743831017367,Kid,0
210,1.0,1,1,C,3.707270283779361,Middle Age,0
211,0.0,3,1,S,2.1715854065074494,Young,0
212,1.0,2,0,S,3.2822337382571862,Young,0
213,0.0,3,1,S,2.1981882539738695,Young,0
214,0.0,2,1,S,2.777603122749754,Young,0
215,0.0,3,1,Q,2.2620743831017367,Young,1
216,1.0,1,0,C,4.569690969302217,Young,1
217,1.0,3,0,S,2.283607633459856,Young,0
218,0.0,2,1,S,3.5550950855004517,Middle Age,1
219,1.0,1,0,C,4.569690969302217,Young,0
220,0.0,2,1,S,2.5607050113320255,Young,0
221,1.0,3,1,S,2.2987413764692493,Kid,0
222,0.0,2,1,S,2.777603122749754,Young,0
223,0.0,3,1,S,2.2987413764692493,Aged,0
224,0.0,3,1,S,2.2800430335888033,Young,0
225,1.0,1,1,S,4.569690969302217,Middle Age,1
226,0.0,3,1,S,2.4452045645778586,Young,0
227,1.0,2,1,S,2.5607050113320255,Young,0
228,0.0,3,1,S,2.1981882539738695,Young,0
229,0.0,2,1,S,2.777603122749754,Kid,0
230,0.0,3,0,S,3.4911487326641826,Young,4
231,1.0,1,0,S,4.569690969302217,Young,1
232,0.0,3,1,S,2.2651757811997233,Young,0
233,0.0,2,1,S,2.8164684949807604,Aged,0
234,1.0,3,0,S,3.721025925044251,Kid,6
235,0.0,2,1,S,2.5607050113320255,Young,0
236,0.0,3,0,S,2.2369519550913752,Young,0
237,0.0,2,1,S,3.5137849482404153,Middle Age,1
238,1.0,2,0,S,3.52424871552175,Kid,2
239,0.0,2,1,S,2.5607050113320255,Young,0
240,0.0,2,1,S,2.7188092937935373,Young,0
241,0.0,3,0,C,2.8871892663659238,Young,1
242,1.0,3,0,Q,2.960029784947367,Young,1
243,0.0,2,1,S,2.5607050113320255,Young,0
244,0.0,3,1,S,2.181635185996642,Young,0
245,0.0,3,1,C,2.194897022647837,Young,0
246,0.0,1,1,Q,4.569690969302217,Middle Age,2
247,0.0,3,0,S,2.2651757811997233,Young,0
248,1.0,2,0,S,2.8904771866820176,Young,2
249,1.0,1,1,S,4.30149925363239,Middle Age,2
250,0.0,2,1,S,3.5137849482404153,Aged,1
251,0.0,3,1,S,2.1981882539738695,Young,0
252,0.0,3,0,S,2.557117441149284,Young,2
253,0.0,1,1,S,3.53668406922556,Aged,0
254,0.0,3,1,S,2.999840522812571,Young,1
255,0.0,3,0,S,3.2412102290724265,Middle Age,2
256,1.0,3,0,C,2.942741860493239,Young,2
257,1.0,1,0,C,4.569690969302217,Young,0
258,1.0,1,0,S,4.569690969302217,Young,0
259,1.0,1,0,C,4.569690969302217,Young,0
260,1.0,2,0,S,3.5137849482404153,Middle Age,1
261,0.0,3,1,Q,2.2620743831017367,Young,0
262,1.0,3,1,S,3.721025925044251,Kid,6
263,0.0,1,1,S,4.569690969302217,Aged,2
264,0.0,1,1,S,0.0,Middle Age,0
265,0.0,3,0,Q,2.2620743831017367,Young,0
266,0.0,2,1,S,2.5607050113320255,Middle Age,0
267,0.0,3,1,S,3.9829646274208184,Kid,5
268,1.0,3,1,S,2.2651757811997233,Young,1
269,1.0,1,0,S,4.569690969302217,Aged,1
270,1.0,1,0,S,4.569690969302217,Young,0
271,0.0,1,1,S,3.707270283779361,Young,0
272,1.0,3,1,S,0.0,Young,0
273,1.0,2,0,S,3.202811680146852,Middle Age,1
274,0.0,1,1,C,3.659922815080873,Middle Age,1
275,1.0,3,0,Q,2.2620743831017367,Young,0
276,1.0,1,0,S,4.569690969302217,Aged,1
277,0.0,3,0,S,2.2620743831017367,Middle Age,0
278,0.0,2,1,S,0.0,Young,0
279,0.0,3,1,Q,3.638362595183394,Kid,5
280,1.0,3,0,S,3.243196688631011,Young,2
281,0.0,3,1,Q,2.2620743831017367,Aged,0
282,0.0,3,1,S,2.274945219275814,Young,0
283,0.0,3,1,S,2.460950504721751,Kid,0
284,1.0,3,1,S,2.2987413764692493,Young,0
285,0.0,1,1,S,3.5137849482404153,Young,0
286,0.0,3,1,C,2.370107273009045,Young,0
287,1.0,3,1,S,2.460950504721751,Young,0
288,0.0,3,1,S,2.2800430335888033,Young,0
289,1.0,2,1,S,2.777603122749754,Middle Age,0
290,1.0,3,0,Q,2.2620743831017367,Young,0
291,1.0,1,0,S,4.569690969302217,Young,0
292,1.0,1,0,C,4.569690969302217,Young,1
293,0.0,2,1,C,2.767678288584009,Middle Age,0
294,0.0,3,0,S,2.3910855666191146,Young,0
295,0.0,3,1,S,2.2800430335888033,Young,0
296,0.0,1,1,C,3.5840007617178733,Young,0
297,0.0,3,1,C,2.1954506211919753,Young,0
298,0.0,1,0,S,4.569690969302217,Kid,3
299,1.0,1,1,S,3.6892824561158903,Young,0
300,1.0,1,0,C,4.569690969302217,Middle Age,1
301,1.0,3,0,Q,2.2620743831017367,Young,0
302,1.0,3,1,Q,3.3921026719778715,Young,2
303,0.0,3,1,S,0.0,Young,0
304,1.0,2,0,Q,2.725032754544115,Young,0
305,0.0,3,1,S,2.2987413764692493,Young,0
306,1.0,1,1,S,4.569690969302217,Kid,3
307,1.0,1,0,C,4.569690969302217,Young,0
308,1.0,1,0,C,4.569690969302217,Kid,1
309,0.0,2,1,C,3.4265548667880283,Young,1
310,1.0,1,0,C,4.393153188419636,Young,0
311,1.0,1,0,C,4.569690969302217,Young,0
312,1.0,1,0,C,4.569690969302217,Kid,4
313,0.0,2,0,S,3.5137849482404153,Young,2
314,0.0,3,1,S,2.2800430335888033,Young,0
315,0.0,2,1,S,3.52424871552175,Middle Age,2
316,1.0,3,0,S,2.274945219275814,Young,0
317,1.0,2,0,S,3.5137849482404153,Young,1
318,0.0,2,1,S,2.854065977424757,Aged,0
319,1.0,1,0,S,4.569690969302217,Young,2
320,1.0,1,0,C,4.569690969302217,Middle Age,2
321,0.0,3,1,S,2.1981882539738695,Young,0
322,0.0,3,1,S,2.2800430335888033,Young,0
323,1.0,2,0,Q,2.725032754544115,Young,0
324,1.0,2,0,S,3.6336232594398847,Young,2
325,0.0,3,1,S,4.569690969302217,Young,10
326,1.0,1,0,C,4.569690969302217,Middle Age,0
327,0.0,3,1,S,2.056540533220019,Aged,0
328,1.0,2,0,S,2.777603122749754,Middle Age,0
329,1.0,3,0,S,3.2576618964852115,Young,2
330,1.0,1,0,C,4.4141581034365505,Kid,1
331,1.0,3,0,Q,3.3921026719778715,Young,2
332,0.0,1,1,S,3.614474081037628,Middle Age,0
333,0.0,1,1,S,4.569690969302217,Middle Age,1
334,0.0,3,1,S,3.1175924947117775,Kid,2
335,1.0,1,0,S,4.569690969302217,Young,1
336,0.0,3,1,S,2.2800430335888033,Young,0
337,0.0,1,1,S,4.569690969302217,Young,1
338,1.0,1,0,C,4.569690969302217,Middle Age,0
339,1.0,3,1,S,2.2987413764692493,Middle Age,0
340,0.0,1,1,S,3.8579836901342963,Middle Age,0
341,1.0,2,1,S,3.5137849482404153,Kid,2
342,1.0,1,0,S,4.569690969302217,Young,5
343,0.0,2,1,S,2.777603122749754,Young,0
344,0.0,2,1,S,2.777603122749754,Young,0
345,0.0,2,1,S,2.777603122749754,Middle Age,0
346,1.0,2,0,S,2.777603122749754,Young,0
347,1.0,2,0,S,2.777603122749754,Middle Age,0
348,1.0,3,0,S,2.999840522812571,Young,1
349,1.0,3,1,S,2.9867216010345117,Kid,2
350,0.0,3,1,S,2.370107273009045,Middle Age,0
351,0.0,3,1,S,2.4319144164927486,Young,0
352,0.0,1,1,S,3.8421484050545396,Young,0
353,0.0,3,1,C,2.1954506211919753,Kid,2
354,0.0,3,1,S,3.105744260999804,Young,1
355,0.0,3,1,C,2.194897022647837,Young,0
356,0.0,3,1,S,2.460950504721751,Young,0
357,1.0,1,0,S,4.353587691444956,Young,1
358,0.0,2,0,S,2.777603122749754,Middle Age,0
359,1.0,3,0,Q,2.278011563695807,Young,0
360,1.0,3,0,Q,2.278011563695807,Young,0
361,0.0,3,1,S,3.5910787784657168,Middle Age,5
362,0.0,2,1,C,3.5840007617178733,Young,1
363,0.0,3,0,C,2.8871892663659238,Middle Age,1
364,0.0,3,1,S,2.1715854065074494,Young,0
365,0.0,3,1,Q,2.960029784947367,Young,1
366,0.0,3,1,S,2.1981882539738695,Young,0
367,1.0,1,0,C,4.569690969302217,Aged,1
368,1.0,3,0,C,2.1954506211919753,Young,0
369,1.0,3,0,Q,2.2620743831017367,Young,0
370,1.0,1,0,C,4.569690969302217,Young,0
371,1.0,1,1,C,4.362760828990232,Young,1
372,0.0,3,1,S,2.0944060584930346,Kid,1
373,0.0,3,1,S,2.2987413764692493,Young,0
374,0.0,1,1,C,4.569690969302217,Young,0
375,0.0,3,0,S,3.286066798571693,Kid,4
376,1.0,1,0,C,4.569690969302217,Young,1
377,1.0,3,0,S,2.1981882539738695,Young,0
378,0.0,1,1,C,4.569690969302217,Young,2
379,0.0,3,1,C,1.6629377026881424,Young,0
380,0.0,3,1,S,2.2651757811997233,Young,0
381,1.0,1,0,C,4.569690969302217,Middle Age,0
382,1.0,3,0,C,2.97623169905088,Kid,2
383,0.0,3,1,S,2.283607633459856,Young,0
384,1.0,1,0,S,4.289378842705569,Young,1
385,0.0,3,1,S,2.2800430335888033,Young,0
386,0.0,2,1,S,4.569690969302217,Kid,0
387,0.0,3,1,S,4.1717441615046145,Kid,7
388,1.0,2,0,S,2.777603122749754,Middle Age,0
389,0.0,3,1,Q,2.259487519476811,Young,0
390,1.0,2,0,C,2.695696993368976,Kid,0
391,1.0,1,1,S,4.569690969302217,Middle Age,3
392,1.0,3,1,S,2.267749676234449,Young,0
393,0.0,3,1,S,2.283607633459856,Young,2
394,1.0,1,0,C,4.569690969302217,Young,1
395,1.0,3,0,S,3.0383301146306287,Young,2
396,0.0,3,1,S,2.267749676234449,Young,0
397,0.0,3,0,S,2.274945219275814,Young,0
398,0.0,2,1,S,3.5137849482404153,Middle Age,0
399,0.0,2,1,S,2.5607050113320255,Young,0
400,1.0,2,0,S,2.7495949469775187,Young,0
401,1.0,3,1,S,2.283607633459856,Middle Age,0
402,0.0,3,1,S,2.2987413764692493,Young,0
403,0.0,3,0,S,2.4943375920032147,Young,1
404,0.0,3,1,S,2.983418547405874,Young,1
405,0.0,3,0,S,2.370107273009045,Young,0
406,0.0,2,1,S,3.2822337382571862,Young,1
407,0.0,3,1,S,2.2620743831017367,Aged,0
408,1.0,2,1,S,3.160980212146993,Kid,2
409,0.0,3,1,S,2.2651757811997233,Young,0
410,0.0,3,0,S,3.4911487326641826,Young,4
411,0.0,3,1,S,2.2800430335888033,Young,0
412,0.0,3,1,Q,2.145483204201755,Young,0
413,1.0,1,0,Q,4.569690969302217,Young,1
414,0.0,2,1,S,0.0,Young,0
415,1.0,3,1,S,2.283607633459856,Middle Age,0
416,0.0,3,0,S,2.2987413764692493,Young,0
417,1.0,2,0,S,3.7596560612259604,Young,2
418,1.0,2,0,S,2.777603122749754,Kid,2
419,0.0,2,1,S,2.777603122749754,Young,0
420,0.0,3,0,S,3.433325887673042,Kid,2
421,0.0,3,1,C,2.2800430335888033,Young,0
422,0.0,3,1,Q,2.2599978987629994,Young,0
423,0.0,3,1,S,2.277496998473671,Young,0
424,0.0,3,0,S,2.883286195170458,Young,2
425,0.0,3,1,S,3.2412102290724265,Kid,2
426,0.0,3,1,S,2.1981882539738695,Young,0
427,1.0,2,0,S,3.5137849482404153,Young,1
428,1.0,2,0,S,3.5137849482404153,Young,0
429,0.0,3,1,Q,2.2620743831017367,Young,0
430,1.0,3,1,S,2.2987413764692493,Young,0
431,1.0,1,1,S,3.53668406922556,Young,0
432,1.0,3,0,S,2.999840522812571,Young,1
433,1.0,2,0,S,3.5137849482404153,Middle Age,1
434,0.0,3,1,S,2.181635185996642,Kid,0
435,0.0,1,1,S,4.372206032076608,Middle Age,1
436,1.0,1,0,S,4.569690969302217,Kid,3
437,0.0,3,0,S,3.822054210494253,Young,4
438,1.0,2,0,S,3.160980212146993,Young,5
439,0.0,1,1,S,4.569690969302217,Aged,5
440,0.0,2,1,S,2.5607050113320255,Young,0
441,1.0,2,0,S,3.52424871552175,Middle Age,2
442,0.0,3,1,S,2.460950504721751,Young,0
443,0.0,3,1,S,2.2651757811997233,Young,1
444,1.0,2,0,S,2.777603122749754,Young,0
445,1.0,3,1,S,2.306233034322138,Young,0
446,1.0,1,1,S,4.569690969302217,Kid,2
